identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0545888.2,793.31,15.75,0.03,False,0.31,Fatty acids,Glycerolipids,596414,0.9408511,-18.28358
CNP0309456.2,423.49,2.11,0.59,False,-0.64,Alkaloids,Lysine alkaloids,596416,17.083017,8.3368435
CNP0253282.2,430.41,0.69,0.4,True,1.82,Shikimates and Phenylpropanoids,Flavonoids,596423,4.437902,15.480268
CNP0403017.1,419.48,4.1,0.46,False,-1.0,Shikimates and Phenylpropanoids,Coumarins,596442,10.190312,11.48621
CNP0402699.0,429.43,4.04,0.48,False,0.23,Shikimates and Phenylpropanoids,Coumarins,596446,9.301526,11.33901
CNP0276083.0,415.4,2.04,0.56,False,-0.07,Alkaloids,Anthranilic acid alkaloids,596471,9.429392,11.166444
CNP0079621.1,316.4,3.32,0.79,False,2.55,Terpenoids,Triterpenoids,596491,5.558981,3.1613646
CNP0380520.1,659.01,8.67,0.09,False,0.44,Fatty acids,,596512,9.377037,4.308195
CNP0271590.0,365.43,2.58,0.71,False,-1.5,Alkaloids,Tyrosine alkaloids,596547,8.855604,10.131711
CNP0317404.1,1107.2,-4.1,0.05,True,2.39,Terpenoids,Triterpenoids,596567,9.105588,17.776775
CNP0136777.1,373.46,3.26,0.77,False,-0.49,Alkaloids,Tryptophan alkaloids,596593,12.083863,8.390365
CNP0362144.0,239.27,0.45,0.33,False,0.66,Unclassified,,596612,8.106867,4.8562827
CNP0536593.1,240.3,1.59,0.76,False,2.96,Polyketides,Cyclic polyketides,596646,6.6189656,5.040588
CNP0348626.1,224.21,1.21,0.7,False,2.01,Shikimates and Phenylpropanoids,Coumarins,596649,7.7527785,10.210819
CNP0085323.2,899.04,3.53,0.27,False,2.0,Terpenoids,Diterpenoids,596678,3.3423278,3.167682
CNP0374315.1,547.67,5.75,0.15,False,-0.63,Shikimates and Phenylpropanoids,Coumarins,596692,10.511054,11.8450985
CNP0281373.1,514.66,3.96,0.37,False,2.47,Terpenoids,Sesquiterpenoids,596722,5.9317265,4.344003
CNP0108331.2,380.57,6.16,0.24,False,2.86,Polyketides,Linear polyketides,596734,8.436518,4.0454435
CNP0124421.1,400.52,5.22,0.65,False,2.82,Terpenoids,Diterpenoids,596752,2.7665884,3.5345004
CNP0425652.1,264.32,1.57,0.41,False,2.97,Terpenoids,Sesquiterpenoids,596759,5.8169875,4.5274143
CNP0224382.2,486.69,5.24,0.46,False,3.37,Terpenoids,Triterpenoids,596764,5.669947,2.2985237
CNP0246666.1,359.38,1.03,0.64,False,2.01,Alkaloids,Lysine alkaloids,596829,8.5056,10.210458
CNP0585195.2,723.18,13.94,0.04,False,0.34,Fatty acids,Glycerolipids,596860,8.195251,-18.914923
CNP0483046.1,695.12,13.31,0.04,False,0.27,Fatty acids,Glycerolipids,596865,-10.310504,5.0526247
CNP0575209.2,863.45,17.56,0.03,False,0.36,Fatty acids,Glycerolipids,596882,-5.183788,-8.980198
CNP0354802.0,422.57,6.46,0.45,False,1.78,Polyketides,Cyclic polyketides,596905,6.9133005,7.3709884
CNP0530860.0,284.48,5.27,0.47,False,1.16,Unclassified,,596935,10.219409,2.810364
CNP0530991.0,340.59,7.75,0.24,False,0.59,Fatty acids,Fatty Acids and Conjugates,596945,10.522586,2.9157243
CNP0541385.0,321.42,2.68,0.88,False,0.47,Alkaloids,Nicotinic acid alkaloids,596947,8.216162,9.900364
CNP0114334.2,512.73,6.98,0.4,False,3.18,Terpenoids,Triterpenoids,596951,3.3014634,2.1067207
CNP0582948.1,468.72,7.39,0.23,False,3.0,Terpenoids,Triterpenoids,596953,3.8040578,1.5565946
CNP0170185.3,364.44,2.3,0.46,False,3.5,Terpenoids,Sesquiterpenoids,596961,2.9156904,4.5083995
CNP0302358.1,1140.39,-3.21,0.03,False,0.04,Amino acids and Peptides,Oligopeptides,597060,10.755128,3.5619075
CNP0284839.2,853.77,-10.91,0.06,True,1.55,Carbohydrates,Saccharides,597087,6.756134,14.69501
CNP0227143.2,448.52,0.79,0.54,False,1.53,Alkaloids,Peptide alkaloids,597110,11.820343,7.0487676
CNP0113362.1,503.49,-2.51,0.11,False,0.53,Amino acids and Peptides,β-lactams,597130,9.793751,4.3437524
CNP0211410.1,456.71,6.32,0.45,False,3.26,Terpenoids,Triterpenoids,597145,3.992812,1.3122545
CNP0138291.1,810.71,-10.27,0.09,True,1.19,Carbohydrates,Saccharides,597176,6.945328,14.854132
CNP0294959.1,500.68,4.74,0.38,False,2.74,Terpenoids,Triterpenoids,597197,5.7035627,2.6813061
CNP0332926.1,696.71,7.55,0.09,False,1.34,Shikimates and Phenylpropanoids,Stilbenoids,597201,5.4795375,11.881668
CNP0311511.1,486.69,5.22,0.41,False,3.49,Terpenoids,Triterpenoids,597218,5.783249,2.3282459
CNP0400554.3,352.34,2.95,0.58,False,0.58,Shikimates and Phenylpropanoids,Coumarins,597223,10.046563,11.357305
CNP0258527.1,250.29,2.72,0.47,False,0.75,Polyketides,,597230,9.926197,9.288632
CNP0138711.3,971.1,-0.59,0.06,True,2.47,Terpenoids,Triterpenoids,597280,9.421847,17.395647
CNP0242340.0,382.37,4.33,0.36,False,1.75,Shikimates and Phenylpropanoids,Isoflavonoids,597281,6.6651874,7.4022145
CNP0562786.1,445.52,4.97,0.44,False,-0.59,Shikimates and Phenylpropanoids,Coumarins,597284,10.60957,11.409907
CNP0134037.5,314.47,4.99,0.72,False,1.8,Terpenoids,Diterpenoids,597316,5.5410953,2.8914301
CNP0324706.1,552.77,6.03,0.29,False,3.17,Terpenoids,Triterpenoids,597331,3.6361437,1.4518512
CNP0162397.1,700.74,6.81,0.14,False,0.9,Shikimates and Phenylpropanoids,Flavonoids,597359,8.337156,11.084109
CNP0152644.1,1401.5,-7.17,0.04,True,1.96,Terpenoids,Triterpenoids,597376,9.3398695,17.251904
CNP0031946.0,337.33,3.02,0.64,False,-0.17,Unclassified,,597385,10.630335,7.226287
CNP0288038.1,433.55,4.9,0.58,False,1.36,Polyketides,Meroterpenoids,597434,8.857962,9.833302
CNP0049246.2,441.62,3.65,0.75,False,-0.1,Alkaloids,,597479,4.736888,1.7271049
CNP0301369.3,422.48,4.79,0.25,False,0.63,Shikimates and Phenylpropanoids,Lignans,597505,8.587392,6.9784636
CNP0130006.0,314.34,3.07,0.52,False,0.19,Alkaloids,Tryptophan alkaloids,597513,10.531802,7.586303
CNP0023670.1,376.46,3.15,0.74,False,-1.56,Alkaloids,,597523,11.14043,5.6855674
CNP0163111.5,1056.61,-0.16,0.11,False,1.39,Amino acids and Peptides,Oligopeptides,597525,12.928915,6.338398
CNP0420596.1,682.9,4.96,0.14,False,2.07,Unclassified,,597540,6.8058534,9.786441
CNP0417233.1,461.56,3.32,0.38,False,1.23,Shikimates and Phenylpropanoids,Lignans,597547,7.0214887,9.831339
CNP0418165.1,816.14,4.88,0.05,False,2.76,Unclassified,,597578,5.3323183,8.428637
CNP0218868.2,318.46,3.49,0.74,False,2.47,Terpenoids,Diterpenoids,597583,6.4641395,2.8158538
CNP0155664.2,433.46,4.09,0.63,False,-0.25,Alkaloids,,597589,10.03575,9.663142
CNP0317426.1,624.72,3.0,0.22,True,1.82,Terpenoids,Monoterpenoids,597604,4.17848,5.2011657
CNP0354173.1,634.59,0.87,0.07,True,2.12,Shikimates and Phenylpropanoids,Isoflavonoids,597616,6.2677937,10.083951
CNP0303451.1,298.34,0.42,0.53,False,1.86,Terpenoids,Sesquiterpenoids,597644,7.667411,4.071735
CNP0179058.4,383.53,4.02,0.41,False,0.88,Amino acids and Peptides,Linear polyketides,597667,9.548947,4.0000215
CNP0455479.2,493.65,3.36,0.59,False,-1.29,Alkaloids,,597684,10.365944,5.1463842
CNP0012135.1,482.59,0.33,0.49,False,-1.17,Alkaloids,,597714,10.775093,5.854685
CNP0267219.2,286.37,3.55,0.79,False,2.67,Terpenoids,Diterpenoids,597718,6.678263,5.266414
CNP0215392.1,319.45,4.27,0.69,False,1.6,Polyketides,,597752,7.593418,5.5606856
CNP0202161.7,522.77,6.28,0.43,False,1.48,Alkaloids,Steroids,597757,2.8905594,6.3190756
CNP0522785.1,231.38,4.39,0.54,False,3.11,Terpenoids,Sesquiterpenoids,597767,7.384854,2.1342602
CNP0513242.0,472.55,2.26,0.68,False,-0.99,Alkaloids,,597770,11.454419,6.4351606
CNP0579758.0,448.59,4.79,0.54,False,-1.17,Alkaloids,,597798,9.278399,9.690643
CNP0496635.0,502.43,0.61,0.18,True,0.36,Shikimates and Phenylpropanoids,Diarylheptanoids,597807,8.107035,9.10061
CNP0562637.0,498.34,2.59,0.46,False,-1.38,Alkaloids,Pseudoalkaloids,597824,8.794418,8.305834
CNP0096438.1,613.57,-0.03,0.16,False,3.04,Shikimates and Phenylpropanoids,Isoflavonoids,597871,6.5627933,10.207463
CNP0258087.3,754.69,0.19,0.08,True,1.64,Shikimates and Phenylpropanoids,Flavonoids,597880,3.1324737,14.831253
CNP0117445.13,422.34,-0.72,0.19,True,2.0,Shikimates and Phenylpropanoids,Xanthones,597899,5.066072,15.837851
CNP0283755.1,677.11,13.16,0.1,False,2.46,Terpenoids,Triterpenoids,597905,3.928819,2.1554165
CNP0238093.3,847.05,3.98,0.08,True,2.83,Terpenoids,Triterpenoids,597914,2.2970204,1.5554053
CNP0319052.4,817.07,4.91,0.08,True,2.83,Terpenoids,Triterpenoids,597917,2.2446902,1.5594711
CNP0492677.1,710.95,3.88,0.2,False,2.92,Terpenoids,Steroids,597925,5.0341573,0.8292209
CNP0213948.5,687.79,4.62,0.21,False,2.14,Polyketides,Macrolides,597927,6.8947897,5.9475446
CNP0169866.3,396.48,4.85,0.74,False,1.39,Unclassified,,597931,6.3150845,4.8567514
CNP0515440.7,583.68,4.2,0.23,False,0.67,Terpenoids,Steroids,597958,7.970174,-0.43152153
CNP0105478.1,269.35,2.64,0.86,False,-0.11,Alkaloids,Tryptophan alkaloids,597964,10.656274,7.5237975
CNP0586603.1,375.47,2.15,0.8,False,-1.5,Alkaloids,,597975,10.325452,5.093036
CNP0055737.1,328.54,5.42,0.59,False,2.06,Terpenoids,Steroids,597989,7.1914105,1.8263435
CNP0495646.0,136.19,1.74,0.66,False,0.03,Unclassified,,597998,9.572369,6.6995177
CNP0522386.0,254.31,0.3,0.74,False,-1.58,Alkaloids,Pseudoalkaloids,598065,8.925496,5.6541505
CNP0495459.1,899.39,17.31,0.03,False,0.61,Fatty acids,Glycerolipids,598096,21.123745,23.08977
CNP0059776.2,317.39,3.61,0.75,False,-0.01,Alkaloids,Anthranilic acid alkaloids,598098,10.6137705,7.503024
CNP0593259.0,558.65,-6.46,0.3,False,-0.38,Alkaloids,Tyrosine alkaloids,598121,9.22556,3.9306178
CNP0264974.0,298.34,4.03,0.68,False,0.61,Shikimates and Phenylpropanoids,Phenanthrenoids,598127,8.870884,9.554019
CNP0283564.1,709.02,11.07,0.07,False,1.27,Polyketides,Aromatic polyketides,598190,8.144802,9.1880865
CNP0180128.1,254.37,1.86,0.63,False,2.91,Terpenoids,Sesquiterpenoids,598204,7.497046,2.6660914
CNP0488279.1,747.89,6.28,0.05,False,0.87,Unclassified,,598220,7.1000767,9.38266
CNP0110861.0,285.34,3.39,0.79,False,-0.74,Shikimates and Phenylpropanoids,Flavonoids,598235,9.095954,9.429726
CNP0009398.2,376.46,4.47,0.84,False,-0.53,Alkaloids,Anthranilic acid alkaloids,598244,10.240838,9.490123
CNP0599123.1,571.7,3.63,0.22,False,2.3,Alkaloids,,598249,6.800693,9.223833
CNP0238222.1,345.41,3.6,0.61,False,-1.6,Alkaloids,Nicotinic acid alkaloids,598275,10.538022,6.295145
CNP0418330.2,576.77,4.42,0.07,False,0.97,Fatty acids,Fatty Acids and Conjugates,598286,10.789601,2.5883162
CNP0348990.7,310.39,3.64,0.88,False,0.96,Shikimates and Phenylpropanoids,,598288,11.24323,6.38283
CNP0158790.1,412.58,4.31,0.66,False,-0.83,Alkaloids,,598322,10.895671,6.353504
CNP0090910.1,775.05,3.71,0.17,False,2.57,Alkaloids,Lysine alkaloids,598324,5.6879525,9.203121
CNP0059573.1,255.32,-1.59,0.6,False,-0.56,Alkaloids,,598333,10.586807,4.7477045
CNP0274516.0,365.48,3.04,0.9,False,-1.62,Alkaloids,Tryptophan alkaloids,598345,10.852888,5.8647165
CNP0274320.0,572.7,6.77,0.11,False,1.87,Shikimates and Phenylpropanoids,Diarylheptanoids,598375,8.04756,9.117926
CNP0377632.0,406.43,3.66,0.48,False,1.57,Shikimates and Phenylpropanoids,Flavonoids,598391,7.643684,8.025219
CNP0119119.0,396.39,0.22,0.26,False,1.87,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),598396,12.184054,11.079831
CNP0173241.0,701.04,8.68,0.08,True,2.66,Terpenoids,Triterpenoids,598397,4.1849275,2.7837367
CNP0091989.0,651.11,14.15,0.05,False,0.46,Fatty acids,Fatty esters,598409,11.347485,1.7308204
CNP0545781.1,877.39,17.2,0.03,False,0.59,Fatty acids,Glycerolipids,598415,-0.44537616,18.641653
CNP0487540.1,267.33,2.57,0.78,False,1.51,Alkaloids,Lysine alkaloids,598416,10.266826,9.527044
CNP0051639.2,460.7,6.33,0.47,False,2.35,Terpenoids,Steroids,598436,4.037747,2.531389
CNP0507858.1,907.46,18.21,0.03,False,0.54,Fatty acids,Glycerolipids,598460,24.917372,19.125067
CNP0191715.0,486.9,9.88,0.24,False,2.14,Terpenoids,Steroids,598490,6.3233747,0.009777606
CNP0150802.0,302.41,2.63,0.72,False,2.87,Terpenoids,Steroids,598496,7.2610655,0.5185789
CNP0121410.0,550.6,2.8,0.26,False,1.12,Terpenoids,,598506,4.171461,5.1589217
CNP0091473.1,970.3,7.15,0.08,False,2.81,Terpenoids,,598554,4.8079205,0.6830018
CNP0181398.1,937.28,5.95,0.06,False,2.33,Unclassified,,598595,5.427162,8.563562
CNP0488225.1,1214.55,13.13,0.06,False,1.38,Alkaloids,,598610,6.0481424,9.456644
CNP0324238.2,598.82,8.29,0.15,False,2.43,Unclassified,,598612,5.992241,8.770095
CNP0090092.1,587.67,4.31,0.19,False,1.55,Alkaloids,Tyrosine alkaloids,598615,6.784954,10.060114
CNP0157283.1,316.44,3.77,0.75,,2.94,Terpenoids,Diterpenoids,598660,5.99476,3.8951614
CNP0242798.4,560.64,2.06,0.34,,2.7,Polyketides,Macrolides,598664,6.458325,5.698793
CNP0609819.0,444.66,7.41,0.23,,1.54,Unclassified,,598684,7.5509424,9.518285
CNP0609884.0,1193.38,-1.06,0.04,,1.94,Terpenoids,Triterpenoids,598685,7.787178,16.54538
CNP0572462.7,761.85,3.41,0.23,False,1.56,Alkaloids,Tyrosine alkaloids,598698,7.6367235,10.806849
CNP0507495.2,863.45,17.56,0.03,False,0.36,Fatty acids,Glycerolipids,598725,-5.1774664,-8.986611
CNP0570565.1,417.58,5.37,0.53,False,-0.48,Alkaloids,,598761,10.713863,5.1004434
CNP0520483.1,821.37,16.67,0.03,False,0.3,Fatty acids,Glycerolipids,598796,17.139185,-13.779754
CNP0571463.0,461.56,2.7,0.7,False,-0.82,Alkaloids,,598799,11.395918,6.49208
CNP0223991.0,446.55,5.37,0.53,False,-0.86,Alkaloids,,598842,3.4594932,11.347219
CNP0486059.2,591.15,4.4,0.4,False,-1.01,Alkaloids,,598849,17.678434,11.785352
CNP0264705.0,354.45,5.43,0.7,False,1.31,Polyketides,Meroterpenoids,598874,8.155106,6.7763095
CNP0217082.1,486.61,5.18,0.39,False,1.79,Polyketides,Phloroglucinols,598901,5.923406,2.877015
CNP0548698.1,374.3,-1.45,0.33,True,1.35,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),598907,5.5462785,14.084484
CNP0561191.0,402.52,2.77,0.77,False,-1.49,Alkaloids,Tryptophan alkaloids,598954,10.75302,9.521302
CNP0494986.0,364.44,2.06,0.44,False,3.23,Terpenoids,Sesquiterpenoids,599011,3.1893866,4.590069
CNP0061998.0,420.85,5.08,0.41,False,-0.76,Shikimates and Phenylpropanoids,Flavonoids,599038,3.1315124,11.4997425
CNP0063931.2,196.23,1.36,0.63,False,0.3,Amino acids and Peptides,,599041,6.5051923,4.577382
CNP0484608.1,953.49,18.65,0.03,False,0.53,Fatty acids,Glycerolipids,599052,19.4652,-10.433795
CNP0467341.1,462.72,5.54,0.42,False,2.65,Terpenoids,Steroids,599067,5.9913645,1.045551
CNP0159586.0,545.54,5.09,0.28,False,0.9,Alkaloids,,599103,8.375608,11.104096
CNP0254145.1,420.55,3.79,0.7,False,2.99,Terpenoids,Diterpenoids,599125,4.1726193,3.2885246
CNP0258816.1,234.34,2.69,0.54,False,2.05,Fatty acids,Fatty acyls,599158,10.641727,2.7047532
CNP0127249.1,491.55,4.55,0.29,False,0.86,Alkaloids,Tryptophan alkaloids,599200,11.08507,7.724593
CNP0400586.0,226.23,1.62,0.54,False,0.48,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),599219,8.574042,6.7607226
CNP0558825.0,250.32,1.55,0.6,False,0.81,Alkaloids,,599227,3.6592295,6.3061213
CNP0315409.1,328.41,3.33,0.55,False,2.63,Terpenoids,Diterpenoids,599234,5.987482,4.543681
CNP0144391.0,232.33,3.17,0.83,False,-1.29,Unclassified,,599243,10.81826,6.156188
CNP0392422.1,584.66,3.82,0.23,False,2.25,Terpenoids,Triterpenoids,599248,2.5423474,3.3678112
CNP0572878.1,1003.72,21.75,0.03,False,0.24,Fatty acids,Glycerolipids,599277,0.9409548,-18.283491
CNP0268071.1,566.73,4.91,0.32,False,0.81,Polyketides,Polyethers,599286,7.2633357,4.961618
CNP0349524.1,499.47,1.75,0.52,False,-0.31,Shikimates and Phenylpropanoids,Flavonoids,599300,3.3949986,11.312211
CNP0354518.1,236.31,1.6,0.72,False,2.83,Terpenoids,Sesquiterpenoids,599326,6.4769516,3.986256
CNP0464445.1,496.17,7.09,0.42,False,0.82,Polyketides,Diphenyl ethers (DPEs),599336,7.731445,9.948332
CNP0072731.1,1085.27,-2.45,0.05,False,0.75,Amino acids and Peptides,Oligopeptides,599337,13.003941,6.101484
CNP0124318.0,252.35,3.84,0.76,False,1.32,Polyketides,Linear polyketides,599366,8.695092,6.2346554
CNP0537436.1,989.69,21.36,0.03,False,0.31,Fatty acids,Glycerolipids,599461,11.947987,-15.931009
CNP0315623.2,1119.26,1.47,0.06,True,2.36,Terpenoids,Triterpenoids,599479,9.602523,17.578632
CNP0525994.1,989.69,21.36,0.03,False,0.25,Fatty acids,Glycerolipids,599532,8.194901,-18.879827
CNP0523890.1,276.38,4.36,0.75,False,1.52,Polyketides,Cyclic polyketides,599552,8.533815,10.622889
CNP0191357.1,302.46,4.29,0.73,False,2.99,Terpenoids,Diterpenoids,599558,6.5225215,3.4898362
CNP0283854.4,475.03,3.89,0.5,False,0.47,Alkaloids,Peptide alkaloids,599582,8.131159,4.849781
CNP0548490.2,821.37,16.53,0.03,False,0.3,Fatty acids,Glycerolipids,599595,5.006496,-15.679428
CNP0478600.1,1101.4,3.6,0.02,True,1.39,Fatty acids,Sphingolipids,599608,15.952507,10.843804
CNP0480160.2,863.45,17.7,0.03,False,0.28,Fatty acids,Glycerolipids,599659,8.1951685,-18.91315
CNP0518637.2,723.18,13.8,0.04,False,0.34,Fatty acids,Glycerolipids,599664,11.207569,-12.500576
CNP0517027.2,849.42,17.17,0.03,False,0.37,Fatty acids,Glycerolipids,599675,-5.164305,-8.999828
CNP0284200.0,1101.44,6.75,0.14,False,0.62,Amino acids and Peptides,Oligopeptides,599699,12.829986,6.3693256
CNP0531324.0,737.98,3.5,0.29,False,0.45,Amino acids and Peptides,Oligopeptides,599785,9.047012,4.9649453
CNP0257286.0,348.4,3.31,0.71,False,0.6,Polyketides,Aromatic polyketides,599803,8.235489,9.35725
CNP0160994.1,332.44,3.32,0.48,False,3.37,Terpenoids,Diterpenoids,599810,6.020899,4.1802197
CNP0402902.1,322.41,3.23,0.6,False,1.06,Alkaloids,Tryptophan alkaloids,599836,11.484571,7.8441863
CNP0256415.5,456.71,6.73,0.38,False,3.59,Terpenoids,Triterpenoids,599850,5.609629,1.8750367
CNP0250773.2,458.46,3.75,0.69,False,1.81,Shikimates and Phenylpropanoids,Lignans,599876,7.27314,10.88237
CNP0503662.1,556.61,-1.37,0.24,True,2.95,Terpenoids,Triterpenoids,599903,6.5592985,15.407628
CNP0486987.0,238.37,3.95,0.79,False,2.09,Terpenoids,Sesquiterpenoids,599913,5.3158674,2.9792454
CNP0541235.1,484.68,5.26,0.32,False,2.74,Terpenoids,Steroids,599921,4.0586743,2.7117977
CNP0486535.0,692.76,3.49,0.26,False,2.16,Terpenoids,Sesquiterpenoids,599949,3.2490757,3.8902624
CNP0550916.1,597.8,7.78,0.16,False,1.69,Alkaloids,Lysine alkaloids,599956,8.370524,8.321816
CNP0291531.3,807.08,4.85,0.21,False,2.13,Polyketides,Macrolides,599959,5.4141583,5.631299
CNP0302277.1,502.78,6.76,0.41,False,3.16,Terpenoids,Triterpenoids,599994,3.5385628,2.5398397
CNP0003515.0,342.35,3.58,0.38,False,2.12,Shikimates and Phenylpropanoids,Xanthones,600005,6.664403,7.3296356
CNP0079788.0,250.29,2.84,0.35,False,0.88,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),600055,7.88597,8.720705
CNP0377574.2,262.26,1.57,0.76,False,2.35,Shikimates and Phenylpropanoids,Coumarins,600067,7.727221,7.596778
CNP0158856.5,1061.22,-1.89,0.08,True,2.35,Terpenoids,Triterpenoids,600086,7.9173427,16.621443
CNP0188206.7,698.8,-0.75,0.12,True,2.84,Terpenoids,Steroids,600087,14.171037,-0.8702329
CNP0205643.1,400.42,-1.12,0.42,True,1.52,Unclassified,,600096,6.070825,14.303021
CNP0389094.2,464.61,4.83,0.46,False,1.2,Alkaloids,Tyrosine alkaloids,600102,8.529226,10.278711
CNP0052362.1,458.64,3.88,0.62,False,-0.19,Terpenoids,,600106,4.612142,1.7931093
CNP0340626.1,500.51,6.99,0.24,False,1.81,Terpenoids,Steroids,600112,7.1087265,0.8587485
CNP0244740.5,236.35,3.55,0.55,False,1.93,Terpenoids,Sesquiterpenoids,600137,7.814273,4.2007933
CNP0031396.1,371.4,0.58,0.82,False,-1.71,Alkaloids,,600156,10.720135,8.94178
CNP0172443.2,946.9,-4.12,0.05,True,1.61,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),600184,3.2011704,14.382513
CNP0165125.5,304.47,4.39,0.76,False,3.04,Terpenoids,Diterpenoids,600209,7.2159996,3.4477513
CNP0279801.5,398.68,7.55,0.51,False,2.88,Terpenoids,Steroids,600244,6.2217875,0.8410323
CNP0316186.1,438.7,7.56,0.42,False,2.76,Terpenoids,Triterpenoids,600310,5.5663733,2.051596
CNP0195359.3,590.62,0.7,0.28,True,2.49,Shikimates and Phenylpropanoids,Diarylheptanoids,600332,5.5942473,14.460011
CNP0254422.5,1075.25,-1.5,0.08,True,2.36,Terpenoids,Triterpenoids,600366,7.973274,16.643673
CNP0252894.5,260.29,0.38,0.73,False,1.63,Unclassified,,600383,7.8099923,2.757768
CNP0204461.1,434.62,5.47,0.31,False,1.78,Terpenoids,,600414,7.1459556,5.2361155
CNP0441386.0,245.28,2.27,0.87,False,-1.84,Amino acids and Peptides,Small peptides,600452,9.378238,6.661292
CNP0180549.1,827.24,10.84,0.05,True,2.08,Terpenoids,Steroids,600464,4.1952014,4.7999296
CNP0144655.1,294.39,2.52,0.61,False,2.74,Terpenoids,Sesquiterpenoids,600473,3.8691423,4.3443403
CNP0194438.1,301.3,2.69,0.67,False,0.4,Shikimates and Phenylpropanoids,,600476,8.272324,10.46258
CNP0214450.2,458.73,6.4,0.48,False,2.77,Terpenoids,Triterpenoids,600483,5.802311,3.0668373
CNP0364327.2,305.29,1.07,0.8,False,-0.65,Shikimates and Phenylpropanoids,Coumarins,600484,10.162198,12.196497
CNP0367358.2,413.56,5.39,0.51,False,1.68,Alkaloids,Tyrosine alkaloids,600511,7.2883444,11.391147
CNP0363105.3,290.49,5.17,0.65,False,2.38,Terpenoids,Diterpenoids,600534,6.864884,2.1683474
CNP0239448.1,334.37,1.53,0.9,False,-0.13,Alkaloids,Tyrosine alkaloids,600535,7.3941827,11.363443
CNP0178411.1,1381.26,9.08,0.04,False,0.49,Shikimates and Phenylpropanoids,Flavonoids,600539,7.380305,7.95957
CNP0314084.4,554.98,1.17,0.17,False,2.69,Terpenoids,Diterpenoids,600565,3.181682,3.9500034
CNP0371048.1,288.3,2.44,0.6,False,2.36,Shikimates and Phenylpropanoids,Coumarins,600603,7.0172505,7.3072085
CNP0378835.1,759.76,2.82,0.06,False,1.18,Shikimates and Phenylpropanoids,,600611,12.178468,11.1352415
CNP0374018.1,474.34,5.79,0.44,False,-0.05,Alkaloids,Tyrosine alkaloids,600632,7.362118,11.331292
CNP0101846.1,314.38,2.98,0.65,False,1.26,Shikimates and Phenylpropanoids,Diarylheptanoids,600691,9.136416,7.1194267
CNP0231865.1,580.54,-2.5,0.16,True,1.32,Shikimates and Phenylpropanoids,Flavonoids,600699,5.086692,14.928202
CNP0439376.1,462.51,3.66,0.57,False,-0.9,Unclassified,,600716,10.673555,8.934803
CNP0279657.2,403.52,5.95,0.51,False,-1.0,Unclassified,,600721,10.297066,9.550468
CNP0382599.2,417.46,4.5,0.49,False,-0.19,Shikimates and Phenylpropanoids,Coumarins,600756,10.112716,10.661664
CNP0166008.2,362.39,2.26,0.67,False,-0.77,Alkaloids,Anthranilic acid alkaloids,600757,11.08721,7.4646134
CNP0098983.1,830.21,11.16,0.05,False,2.28,Terpenoids,,600796,5.6230454,8.569576
CNP0250963.1,831.01,0.42,0.15,True,2.48,Terpenoids,Triterpenoids,600878,7.9546323,16.64527
CNP0193531.7,330.47,3.02,0.27,False,1.68,Fatty acids,Octadecanoids,600893,10.67354,2.63665
CNP0266139.4,352.43,3.18,0.8,False,1.41,Alkaloids,Tryptophan alkaloids,600910,12.277666,8.76765
CNP0168975.1,288.3,1.55,0.85,False,2.4,Shikimates and Phenylpropanoids,Isoflavonoids,600915,8.159381,10.6228485
CNP0324490.1,1031.2,-0.31,0.09,True,2.37,Terpenoids,Triterpenoids,600926,7.804037,16.5314
CNP0562394.0,282.47,4.76,0.56,False,-0.75,Alkaloids,,600944,9.507815,3.9412386
CNP0229240.2,364.44,1.83,0.46,False,2.81,Terpenoids,Diterpenoids,600966,4.4454107,3.5739417
CNP0286583.4,432.69,6.01,0.56,False,2.76,Terpenoids,Steroids,601018,6.213368,0.60112405
CNP0117652.22,460.74,6.74,0.48,False,3.0,Terpenoids,Triterpenoids,601050,6.517965,1.8428226
CNP0038732.0,343.38,4.48,0.57,False,-0.24,Alkaloids,Anthranilic acid alkaloids,601072,10.628343,8.125622
CNP0206425.3,492.66,5.46,0.5,False,-0.07,Unclassified,,601102,9.952004,9.665703
CNP0322438.1,315.37,1.2,0.89,False,-0.01,Alkaloids,Tryptophan alkaloids,601127,11.127933,5.3159876
CNP0093038.1,886.23,7.7,0.06,False,2.15,Unclassified,,601145,6.5891256,9.758703
CNP0201601.12,562.52,-0.89,0.2,True,1.8,Shikimates and Phenylpropanoids,Isoflavonoids,601205,4.650672,15.302294
CNP0090643.1,947.37,6.17,0.05,False,1.87,Terpenoids,Diterpenoids,601310,5.0389943,0.77924234
CNP0420673.1,488.71,4.26,0.33,False,3.07,Terpenoids,Triterpenoids,601342,4.033603,1.2890867
CNP0147781.1,652.65,-0.41,0.09,True,1.71,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),601344,3.2139966,14.391897
CNP0248465.1,283.33,2.38,0.79,False,1.75,Alkaloids,Tyrosine alkaloids,601359,7.3893566,11.197918
