identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0203567.1,223.27,1.62,0.8,False,1.9,Alkaloids,Tyrosine alkaloids,5514,7.95816,9.94376
CNP0167342.2,388.46,3.61,0.57,False,3.12,Terpenoids,Diterpenoids,5520,3.0014665,3.3885846
CNP0175313.4,446.36,0.14,0.3,True,1.72,Shikimates and Phenylpropanoids,Flavonoids,5572,4.713453,15.869672
CNP0113757.6,520.62,2.59,0.43,True,3.1,Terpenoids,Steroids,5593,13.697019,-0.48026103
CNP0164125.3,594.52,-1.7,0.15,True,2.05,Shikimates and Phenylpropanoids,Flavonoids,5667,4.6725793,15.984672
CNP0177999.1,387.53,5.11,0.75,False,-0.65,Alkaloids,,5678,10.771098,6.846278
CNP0165324.2,210.27,2.25,0.66,False,2.26,Terpenoids,Monoterpenoids,5693,7.553505,5.3924356
CNP0226572.30,456.71,7.09,0.44,False,3.07,Terpenoids,Triterpenoids,5707,4.661497,2.414283
CNP0059914.1,392.52,4.2,0.67,False,-1.24,Alkaloids,Lysine alkaloids,5728,16.504591,8.681404
CNP0227156.2,949.09,-2.23,0.06,True,2.17,Terpenoids,Steroids,5737,13.46576,-1.3850296
CNP0134417.1,454.56,4.59,0.26,False,3.23,Terpenoids,,5747,6.810388,4.8155594
CNP0297314.1,768.94,0.56,0.18,True,2.94,Terpenoids,Triterpenoids,5755,11.861649,-0.5916423
CNP0136017.1,330.38,-0.33,0.26,True,2.8,Terpenoids,Monoterpenoids,5756,6.918141,14.823577
CNP0399743.1,358.44,2.34,0.89,False,-0.84,Alkaloids,,5771,11.31599,7.492971
CNP0185907.0,342.35,3.49,0.71,False,0.76,Shikimates and Phenylpropanoids,Isoflavonoids,5807,9.028465,11.753344
CNP0461914.1,426.56,0.37,0.68,False,-1.58,Alkaloids,Lysine alkaloids,5871,10.649491,5.5944643
CNP0292887.2,304.47,3.94,0.77,False,3.26,Terpenoids,Sesquiterpenoids,5908,7.139924,2.7701132
CNP0236646.6,594.65,0.09,0.14,True,1.84,Shikimates and Phenylpropanoids,Diarylheptanoids,5984,5.6426497,14.619655
CNP0121251.1,262.3,2.39,0.73,False,2.99,Terpenoids,Sesquiterpenoids,6004,6.0894275,4.4503603
CNP0348232.1,353.37,1.05,0.49,False,-0.08,Alkaloids,,6006,11.941746,6.7462296
CNP0152834.3,293.32,0.12,0.55,False,0.22,Unclassified,,6008,10.448651,6.4945726
CNP0474976.2,250.29,2.44,0.82,False,0.1,Fatty acids,,6085,11.708254,6.9475374
CNP0192644.1,472.58,7.31,0.22,False,2.31,Shikimates and Phenylpropanoids,Coumarins,6111,7.0041122,6.3425517
CNP0369629.6,600.84,6.72,0.27,False,0.35,Terpenoids,Steroids,6159,7.9233685,-0.37867516
CNP0258440.2,391.6,5.59,0.5,False,0.23,Alkaloids,,6163,8.797027,9.744655
CNP0290268.2,454.74,8.35,0.3,False,3.29,Terpenoids,Steroids,6173,4.141457,2.6941795
CNP0369883.8,445.56,4.3,0.5,False,1.27,Terpenoids,Steroids,6244,7.612481,-0.06981166
CNP0321927.9,396.57,3.65,0.76,False,2.71,Terpenoids,Diterpenoids,6263,7.161937,2.2652838
CNP0538917.1,325.17,-2.93,0.36,False,0.8,Carbohydrates,,6275,11.826749,4.4392905
CNP0282414.2,531.73,4.37,0.4,False,2.83,Terpenoids,Steroids,6298,13.900405,-0.21725541
CNP0396286.3,467.53,1.66,0.46,False,-1.38,Alkaloids,,6315,9.379469,9.835355
CNP0341125.2,335.88,3.78,0.73,False,-1.23,Alkaloids,,6316,8.936104,6.4262495
CNP0249141.6,358.48,4.63,0.61,False,2.05,Terpenoids,Sesquiterpenoids,6317,4.2212996,3.9780164
CNP0131201.5,291.48,3.72,0.71,False,2.32,Terpenoids,Steroids,6361,7.007239,0.7541713
CNP0298424.2,534.56,4.6,0.21,False,0.73,Shikimates and Phenylpropanoids,Flavonoids,6373,10.198041,9.929645
CNP0365077.1,218.34,2.48,0.78,False,0.49,Unclassified,,6402,8.85053,6.195526
CNP0011031.2,422.57,3.45,0.74,False,-1.28,Alkaloids,Tryptophan alkaloids,6414,10.970217,5.521522
CNP0350840.1,428.45,3.62,0.49,False,-1.45,Alkaloids,Nicotinic acid alkaloids,6423,10.4107685,5.658471
CNP0346116.3,544.8,7.27,0.28,False,1.09,Terpenoids,Steroids,6479,7.0776534,0.7253363
CNP0308126.1,339.4,2.38,0.75,False,-1.42,Alkaloids,,6483,10.580513,8.98581
CNP0280735.1,368.48,1.65,0.74,False,-0.4,Unclassified,,6493,11.346781,5.6054087
CNP0081578.0,360.54,6.08,0.57,False,0.92,Unclassified,,6538,7.14109,4.7177787
CNP0168805.0,490.65,0.84,0.06,False,-0.01,Alkaloids,Ornithine alkaloids,6574,12.29111,7.8540096
CNP0411775.0,454.7,7.44,0.28,False,2.62,Terpenoids,Triterpenoids,6631,5.9297414,3.362069
CNP0262469.0,396.4,4.29,0.64,False,1.97,Shikimates and Phenylpropanoids,Flavonoids,6634,8.47718,11.474718
CNP0509369.1,911.2,7.36,0.07,False,2.2,Unclassified,,6659,6.227956,9.637837
CNP0419378.1,854.1,3.34,0.13,True,2.49,Terpenoids,Triterpenoids,6674,2.2520905,1.1938349
CNP0437976.1,1071.36,12.53,0.07,False,1.8,Unclassified,,6730,14.889424,-4.0278435
CNP0093265.1,781.94,2.68,0.16,False,1.25,Unclassified,,6747,7.9232802,4.4125214
CNP0606959.0,1059.25,-0.37,0.06,,2.36,Terpenoids,Triterpenoids,6757,7.660226,16.382353
CNP0607050.0,350.5,4.03,0.73,,2.47,Terpenoids,Diterpenoids,6758,7.043419,2.2348585
CNP0300461.1,347.33,3.0,0.59,,1.32,Unclassified,,6810,8.652679,7.6794353
CNP0288288.1,1721.19,2.35,0.06,,0.89,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),6830,5.404138,13.058681
CNP0126858.2,252.35,2.67,0.62,,3.02,Terpenoids,Sesquiterpenoids,6834,7.4254003,2.317705
CNP0179161.2,388.5,4.71,0.68,,2.3,Terpenoids,Diterpenoids,6837,4.0514402,3.4086664
CNP0147971.1,414.41,2.93,0.37,,2.01,Shikimates and Phenylpropanoids,Coumarins,6843,7.0847816,7.75266
CNP0227087.16,320.47,3.32,0.78,,3.64,Terpenoids,Diterpenoids,6859,5.910469,3.1637533
CNP0610101.0,114.19,1.56,0.51,False,1.63,Unclassified,,6860,8.376903,3.292046
CNP0225927.5,594.53,2.7,0.15,False,2.09,Shikimates and Phenylpropanoids,Flavonoids,6919,5.4713726,11.924398
CNP0211655.1,314.33,-1.09,0.45,False,2.77,Terpenoids,Sesquiterpenoids,6953,6.2128077,4.171999
CNP0322581.1,1043.21,1.59,0.04,True,2.1,Terpenoids,Triterpenoids,6958,9.065708,17.76691
CNP0339430.3,806.05,4.86,0.18,False,1.39,Polyketides,Macrolides,6993,5.87658,5.3060894
CNP0263147.4,136.24,3.0,0.45,False,3.41,Terpenoids,Monoterpenoids,7058,7.216846,2.8388114
CNP0579762.1,708.66,0.08,0.17,False,1.98,Polyketides,Polycyclic aromatic polyketides,7088,5.717244,9.026076
CNP0231916.3,422.34,-0.76,0.26,True,2.2,Shikimates and Phenylpropanoids,Xanthones,7091,4.8302197,15.991676
CNP0348395.12,414.54,3.31,0.5,False,1.59,Polyketides,Polyethers,7101,9.3522,3.7860415
CNP0569908.2,193.2,0.89,0.75,False,-0.62,Amino acids and Peptides,Small peptides,7143,11.69177,6.9342217
CNP0012227.1,391.43,3.15,0.54,False,-1.31,Alkaloids,,7180,10.313385,5.8245816
CNP0007532.1,408.45,3.61,0.69,False,-0.82,Alkaloids,Tyrosine alkaloids,7192,9.200254,10.0490265
CNP0366123.0,700.6,0.24,0.07,True,1.83,Shikimates and Phenylpropanoids,Lignans,7236,3.73361,14.468076
CNP0408990.1,983.1,-1.12,0.04,False,0.56,Amino acids and Peptides,Oligopeptides,7300,12.828691,6.223737
CNP0292887.5,304.47,3.94,0.77,False,3.26,Terpenoids,Sesquiterpenoids,7318,7.184869,2.6879222
CNP0422449.0,157.26,-2.98,0.36,False,0.11,Unclassified,,7324,8.740706,3.1048238
CNP0608150.0,296.32,0.76,0.52,,2.79,Unclassified,,7392,5.9581184,3.9396584
CNP0608385.0,136.24,3.48,0.41,False,2.2,Unclassified,,7394,9.034294,2.4858384
CNP0075099.3,436.59,3.12,0.42,,2.56,Terpenoids,Diterpenoids,7415,7.0090837,2.1850646
CNP0610442.1,378.47,2.01,0.65,False,2.63,Unclassified,,7480,4.7177725,3.3914483
CNP0229060.6,474.59,3.11,0.57,False,3.18,Unclassified,,7482,5.491087,2.1743
CNP0113475.1,626.52,-2.45,0.13,True,1.91,Unclassified,,7526,4.162926,15.777547
CNP0259417.1,259.31,1.61,0.85,False,1.64,Alkaloids,Anthranilic acid alkaloids,7646,10.593538,7.5513883
CNP0221206.1,583.77,6.61,0.36,False,2.48,Alkaloids,Tryptophan alkaloids,7649,6.593727,3.9993172
CNP0193236.1,516.68,3.85,0.36,False,2.97,Terpenoids,Triterpenoids,7669,4.836156,2.3838983
CNP0081031.0,290.71,0.93,0.58,False,-0.41,Alkaloids,Anthranilic acid alkaloids,7698,9.06561,6.1968675
CNP0197285.1,192.26,1.85,0.64,False,3.6,Terpenoids,Sesquiterpenoids,7760,6.508621,4.055939
CNP0314485.0,232.28,2.75,0.48,False,2.12,Shikimates and Phenylpropanoids,Coumarins,7761,6.6622515,6.785447
CNP0141757.0,135.13,1.06,0.64,False,-0.72,Alkaloids,,7768,9.329898,6.4128556
CNP0284630.1,546.65,-0.43,0.17,True,2.35,Terpenoids,Sesquiterpenoids,7792,6.9717917,15.710437
CNP0222115.1,516.72,5.2,0.39,False,2.95,Terpenoids,Triterpenoids,7797,4.686798,2.7342026
CNP0329666.1,340.42,2.49,0.67,False,1.17,Alkaloids,Tryptophan alkaloids,7802,11.387558,7.6615815
CNP0148528.3,151.21,1.07,0.66,False,0.57,Alkaloids,Pseudoalkaloids,7846,10.21322,6.8184156
CNP0296718.1,390.48,5.9,0.37,False,2.33,Shikimates and Phenylpropanoids,Flavonoids,7863,7.1092196,6.6274266
CNP0107621.0,234.21,1.4,0.72,False,1.76,Polyketides,Naphthalenes,7864,8.107264,9.677977
CNP0540385.0,385.55,5.67,0.34,False,0.6,Fatty acids,Fatty amides,7872,10.196158,2.471989
CNP0255495.1,844.27,8.45,0.02,True,1.26,Fatty acids,Sphingolipids,7934,15.912424,7.076834
CNP0176431.1,1123.29,-3.03,0.05,True,2.05,Terpenoids,Triterpenoids,7980,7.964763,16.629421
CNP0284955.1,508.7,2.5,0.4,False,2.79,Terpenoids,Steroids,8007,6.0887485,1.0953634
CNP0129252.1,258.27,2.27,0.65,False,2.73,Polyketides,Naphthalenes,8034,7.0362973,6.359738
CNP0347360.1,358.39,2.55,0.56,False,3.07,Terpenoids,Sesquiterpenoids,8052,2.853336,4.5678496
CNP0211444.0,368.39,4.09,0.6,False,1.86,Shikimates and Phenylpropanoids,Isoflavonoids,8072,6.711973,7.300765
CNP0208941.1,282.34,0.73,0.57,False,2.86,Terpenoids,Sesquiterpenoids,8077,6.0914245,4.4419613
CNP0135458.1,344.36,2.36,0.52,False,2.54,Shikimates and Phenylpropanoids,Coumarins,8082,6.994859,7.4680767
CNP0350565.1,328.45,4.7,0.71,False,2.6,Terpenoids,Diterpenoids,8088,6.5285535,3.696308
CNP0239522.1,374.48,2.85,0.56,False,3.56,Terpenoids,Diterpenoids,8094,3.532966,3.1055133
CNP0161509.1,484.68,6.07,0.39,False,3.2,Terpenoids,Triterpenoids,8115,3.8132803,1.5066173
CNP0345439.0,416.54,3.52,0.65,False,-1.5,Alkaloids,Tryptophan alkaloids,8132,9.174312,9.918111
CNP0555476.0,302.3,-2.24,0.62,False,0.37,Alkaloids,,8175,8.658639,9.749218
CNP0291093.7,400.69,7.63,0.47,False,2.68,Terpenoids,Steroids,8177,6.343506,-0.029264122
CNP0386493.0,349.39,2.85,0.62,False,-0.57,Alkaloids,Anthranilic acid alkaloids,8194,10.005804,9.260824
CNP0366949.0,335.36,2.84,0.5,False,-0.49,Alkaloids,Tryptophan alkaloids,8213,9.297521,6.730332
CNP0388657.0,355.43,4.17,0.7,False,-0.35,Shikimates and Phenylpropanoids,Coumarins,8219,10.825683,11.755821
CNP0127608.0,366.41,4.59,0.73,False,0.18,Polyketides,Chromanes,8220,10.036874,10.752432
CNP0566276.1,808.13,11.83,0.02,False,0.73,Fatty acids,Glycerophospholipids,8268,21.585943,16.05277
CNP0260036.7,364.44,0.38,0.46,False,4.01,Terpenoids,Diterpenoids,8281,5.8086014,3.6655655
CNP0175196.1,254.33,1.96,0.53,False,2.31,Polyketides,Macrolides,8305,6.767922,5.124746
CNP0563991.1,689.02,9.39,0.03,False,0.68,Fatty acids,Sphingolipids,8307,10.591921,2.1056676
CNP0398200.1,510.45,-0.14,0.26,True,1.78,Shikimates and Phenylpropanoids,Xanthones,8328,4.358208,15.435156
CNP0134398.1,168.24,2.62,0.52,False,2.13,Fatty acids,Fatty Acids and Conjugates,8357,9.872298,2.8700032
CNP0322156.1,517.6,4.57,0.28,False,-0.45,Shikimates and Phenylpropanoids,Coumarins,8374,10.195546,12.08096
CNP0232870.1,1060.51,11.16,0.03,True,0.41,Unclassified,,8376,11.686052,5.5762334
CNP0326723.0,385.85,4.76,0.61,False,-0.73,Shikimates and Phenylpropanoids,Coumarins,8379,8.878889,11.022525
CNP0270776.2,456.71,7.4,0.42,False,3.52,Terpenoids,Triterpenoids,8442,5.4760227,1.9699675
CNP0410770.1,334.46,3.27,0.81,False,3.16,Terpenoids,Diterpenoids,8461,5.2570667,2.7311845
CNP0276350.3,622.88,4.32,0.23,True,2.84,Terpenoids,Triterpenoids,8471,7.601232,16.38235
CNP0242138.6,518.69,4.14,0.43,True,3.05,Terpenoids,Steroids,8478,13.894943,-0.20892549
CNP0143051.0,355.39,1.71,0.63,False,-0.9,Alkaloids,,8482,11.341672,9.49953
CNP0377922.0,419.48,1.7,0.65,False,-0.21,Alkaloids,,8490,8.924122,9.868598
CNP0230810.0,410.16,3.9,0.52,False,0.04,Shikimates and Phenylpropanoids,Coumarins,8503,9.07343,11.716898
CNP0407558.0,328.32,1.93,0.74,False,-0.4,Polyketides,Chromanes,8509,9.825635,10.968658
CNP0301057.0,479.54,4.88,0.37,False,-1.06,Alkaloids,Anthranilic acid alkaloids,8510,11.1094,7.4033885
CNP0358931.0,614.74,5.43,0.28,False,0.74,Alkaloids,,8525,8.770647,5.3900814
CNP0132019.0,411.55,4.79,0.66,False,-0.64,Alkaloids,Tryptophan alkaloids,8563,11.241631,6.7430196
CNP0187026.0,347.37,2.02,0.56,False,-0.35,Shikimates and Phenylpropanoids,Coumarins,8584,9.83045,11.962649
CNP0238583.1,517.58,1.52,0.4,False,1.23,Terpenoids,Steroids,8594,7.8726425,-0.31989586
CNP0380678.1,493.61,4.88,0.4,False,-0.54,Alkaloids,Tryptophan alkaloids,8625,11.970492,8.61856
CNP0390534.2,469.49,3.31,0.51,False,-0.44,Shikimates and Phenylpropanoids,Flavonoids,8669,3.3013234,11.33505
CNP0408825.0,308.34,3.86,0.46,False,-0.16,Polyketides,Polycyclic aromatic polyketides,8746,9.89439,7.7396502
CNP0414686.0,361.4,1.11,0.8,False,-0.68,Alkaloids,,8767,9.654522,6.2274246
CNP0423886.1,726.64,-3.97,0.11,True,1.78,Shikimates and Phenylpropanoids,Flavonoids,8783,4.716438,15.953528
CNP0227019.1,392.58,5.51,0.55,False,2.21,Terpenoids,Diterpenoids,8804,5.6079416,2.8014202
CNP0142264.1,516.68,4.28,0.54,False,2.92,Terpenoids,Triterpenoids,8816,5.495773,2.2661157
CNP0371179.0,444.54,3.84,0.42,False,-0.99,Alkaloids,Tryptophan alkaloids,8894,11.375233,9.461258
CNP0495634.1,507.59,4.29,0.52,False,-0.38,Alkaloids,,8902,9.283546,10.031208
CNP0483390.1,777.96,3.78,0.13,False,1.41,Unclassified,,8971,6.2795577,9.626238
CNP0084507.1,590.93,10.5,0.05,False,0.89,Fatty acids,Glycerolipids,9017,15.198139,-8.369882
CNP0121674.1,498.61,-0.15,0.26,True,3.27,Terpenoids,Diterpenoids,9031,7.1643996,15.94344
CNP0217509.1,516.68,4.13,0.48,False,3.21,Terpenoids,Triterpenoids,9038,5.503815,2.245774
CNP0352019.1,418.53,2.66,0.45,False,2.14,Polyketides,Macrolides,9046,6.7048216,5.0649242
CNP0222958.1,396.53,5.25,0.57,False,2.04,Shikimates and Phenylpropanoids,Coumarins,9054,6.885963,7.887838
CNP0577032.1,1130.22,-6.4,0.02,False,1.15,Amino acids and Peptides,Oligopeptides,9062,9.831137,4.4420886
CNP0544711.1,737.2,14.19,0.04,False,0.33,Fatty acids,Glycerolipids,9076,7.744275,-13.480748
CNP0605795.2,624.99,11.21,0.04,False,0.5,Fatty acids,Glycerolipids,9093,11.9765415,-15.921656
CNP0182975.7,608.55,-1.09,0.16,True,2.06,Shikimates and Phenylpropanoids,Flavonoids,9098,4.27106,16.400984
CNP0145617.0,518.57,4.06,0.34,False,-0.29,Unclassified,,9138,11.700886,8.893193
CNP0279825.1,320.47,4.81,0.74,False,2.61,Terpenoids,Diterpenoids,9170,5.15264,2.8122165
CNP0372692.1,333.39,0.63,0.64,False,-0.64,Alkaloids,,9196,11.949841,6.632641
CNP0216089.0,344.32,2.51,0.8,False,0.33,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),9197,8.531928,8.483538
CNP0245862.2,456.71,6.61,0.48,False,2.87,Terpenoids,Triterpenoids,9203,5.764295,2.9562185
CNP0359861.1,830.79,-3.61,0.06,True,1.34,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),9209,3.2581291,14.431966
CNP0572682.0,315.37,2.76,0.8,False,-0.33,Alkaloids,Lignans,9227,7.3823776,10.803756
CNP0323946.1,188.18,-0.51,0.54,False,1.72,Amino acids and Peptides,Mycosporine derivatives,9244,7.112378,4.829509
CNP0247075.0,476.58,0.24,0.06,False,0.16,Amino acids and Peptides,Small peptides,9271,11.613112,5.3090334
CNP0497635.0,434.57,5.16,0.56,False,-1.44,Alkaloids,Tryptophan alkaloids,9311,10.586677,9.4996
CNP0512893.0,442.63,6.54,0.26,False,-1.09,Alkaloids,,9320,10.783918,7.2072687
CNP0599504.0,420.46,4.76,0.31,False,1.88,Polyketides,Polycyclic aromatic polyketides,9345,7.082552,6.543926
CNP0488801.0,337.42,6.09,0.45,False,-0.51,Shikimates and Phenylpropanoids,,9376,9.982857,9.330748
CNP0400082.0,306.37,3.67,0.77,False,-0.94,Alkaloids,,9388,8.611642,8.174896
CNP0604732.1,340.49,0.75,0.19,False,0.35,Unclassified,,9455,10.627856,3.51099
CNP0362151.0,346.47,5.41,0.43,False,-0.12,Shikimates and Phenylpropanoids,Coumarins,9522,9.702013,11.256621
CNP0387541.0,323.39,3.75,0.74,False,-0.2,Shikimates and Phenylpropanoids,Coumarins,9525,10.047518,11.153457
CNP0375291.0,341.36,2.21,0.59,False,0.49,Shikimates and Phenylpropanoids,Coumarins,9533,9.243521,7.6205354
CNP0587575.0,447.54,4.37,0.64,False,-0.79,Alkaloids,Tryptophan alkaloids,9557,8.987845,10.014154
CNP0337154.1,391.56,3.35,0.6,False,-1.12,Alkaloids,Ornithine alkaloids,9626,10.268995,5.290091
CNP0537262.1,428.96,3.86,0.76,False,-1.11,Unclassified,,9636,10.692272,9.292865
CNP0314789.0,598.89,10.71,0.12,False,1.07,Terpenoids,Meroterpenoids,9681,7.202332,6.5852876
CNP0425336.0,468.12,6.1,0.49,False,0.74,Polyketides,Aromatic polyketides,9693,7.830352,10.2326565
CNP0192195.1,454.65,5.64,0.56,False,3.01,Terpenoids,Steroids,9708,6.311665,0.5319805
CNP0104690.1,452.5,5.3,0.36,False,2.05,Shikimates and Phenylpropanoids,Flavonoids,9711,6.5748444,7.1635747
CNP0521430.1,484.55,2.73,0.34,False,2.1,Polyketides,Meroterpenoids,9720,3.2219875,3.9616742
CNP0516263.1,1660.45,29.81,0.02,False,0.34,Fatty acids,Glycerophospholipids,9747,20.3095,18.33981
CNP0532623.1,296.33,0.41,0.78,False,-1.93,Alkaloids,Pseudoalkaloids,9749,10.126504,5.2490163
CNP0309649.1,488.5,2.38,0.44,False,0.65,Alkaloids,Anthranilic acid alkaloids,9760,11.336176,7.1181316
CNP0444307.2,350.42,1.47,0.85,False,-0.77,Alkaloids,,9787,10.943644,5.5813375
CNP0563777.2,488.33,-1.99,0.18,False,1.2,Alkaloids,,9813,11.827096,4.4474864
CNP0592878.0,544.16,8.18,0.36,False,0.02,Alkaloids,,9819,10.108981,9.450758
CNP0154799.2,455.62,3.75,0.76,False,-0.59,Alkaloids,Nicotinic acid alkaloids,9842,4.6980057,1.7459743
CNP0598249.1,340.53,3.49,0.5,False,1.01,Terpenoids,Monoterpenoids,9847,4.4031196,2.8773148
CNP0520188.1,929.46,18.31,0.03,False,0.52,Fatty acids,Glycerolipids,9865,24.883766,19.09147
CNP0338488.0,430.63,5.01,0.64,False,3.2,Terpenoids,Steroids,9882,5.7339387,1.6155102
CNP0480231.1,821.37,16.53,0.03,False,0.41,Fatty acids,Glycerolipids,9917,1.4286828,-12.35817
CNP0531570.1,315.3,5.09,0.48,False,2.78,Terpenoids,Sesquiterpenoids,9923,7.111631,2.8036153
CNP0499621.0,344.37,4.76,0.53,False,-1.43,Unclassified,,9926,9.725214,7.7389045
CNP0425136.1,838.77,-1.83,0.09,True,1.73,Shikimates and Phenylpropanoids,Flavonoids,9932,4.2507973,16.249357
CNP0055866.0,451.32,6.62,0.31,False,-0.53,Shikimates and Phenylpropanoids,,9944,9.84754,12.0653715
CNP0305994.1,370.45,4.3,0.77,False,1.72,Shikimates and Phenylpropanoids,Isoflavonoids,9974,7.4515333,10.508487
CNP0186396.1,318.46,4.12,0.54,False,2.88,Terpenoids,Diterpenoids,10010,7.1867967,2.8431892
CNP0487998.1,933.5,18.76,0.03,False,0.52,Fatty acids,Glycerolipids,10011,24.85953,19.06698
CNP0467271.0,158.16,1.12,0.53,False,0.93,Shikimates and Phenylpropanoids,,10024,8.164338,5.5164638
CNP0536115.1,1013.63,20.65,0.03,False,0.48,Fatty acids,Glycerolipids,10031,24.86933,19.077206
CNP0080785.2,418.57,4.71,0.62,False,2.35,Terpenoids,Steroids,10079,3.7844076,2.3877432
CNP0290256.0,408.45,5.14,0.36,False,1.91,Shikimates and Phenylpropanoids,Xanthones,10159,6.7006426,7.3566704
CNP0465756.1,804.97,5.33,0.16,False,1.54,Polyketides,Macrolides,10168,5.4330506,5.4544864
CNP0429361.1,197.66,2.19,0.7,False,0.3,Alkaloids,Nicotinic acid alkaloids,10202,10.1412325,5.585193
CNP0430337.1,504.71,5.27,0.54,False,2.38,Terpenoids,Triterpenoids,10210,5.9722624,3.9053478
CNP0274271.1,619.84,3.51,0.25,True,2.38,Terpenoids,Steroids,10255,13.536291,-1.0665051
CNP0088138.2,676.94,6.07,0.16,False,3.24,Terpenoids,Steroids,10278,5.201539,0.93118423
CNP0535387.2,374.55,4.82,0.37,False,0.35,Alkaloids,Lysine alkaloids,10286,9.4152975,5.8351383
CNP0577664.3,358.48,2.63,0.65,False,-0.19,Amino acids and Peptides,Small peptides,10290,10.257728,3.3980484
CNP0099174.3,448.46,4.3,0.39,False,-0.35,Alkaloids,,10303,11.87807,6.858141
CNP0182301.1,680.75,1.7,0.3,False,2.59,Alkaloids,Pseudoalkaloids,10319,3.065782,6.9931736
CNP0380315.1,384.48,2.77,0.81,False,2.05,Alkaloids,Tryptophan alkaloids,10344,8.799883,10.237329
CNP0359788.2,490.46,1.2,0.25,False,3.14,Terpenoids,Diterpenoids,10349,3.1036725,3.931643
CNP0256561.1,348.53,5.74,0.36,False,2.42,Terpenoids,Diterpenoids,10351,3.984482,3.7890747
CNP0252545.1,418.53,3.97,0.5,False,2.33,Terpenoids,Diterpenoids,10358,3.5009325,3.4527829
CNP0110977.1,427.54,4.11,0.66,False,2.84,Polyketides,Meroterpenoids,10439,3.2586298,2.8390784
CNP0043316.1,463.33,4.87,0.58,False,-0.27,Shikimates and Phenylpropanoids,,10465,10.124651,7.2390227
CNP0539609.2,695.12,13.02,0.04,False,0.35,Fatty acids,Glycerolipids,10473,8.206026,-18.889166
CNP0565837.1,458.73,6.42,0.43,False,3.55,Terpenoids,Triterpenoids,10480,6.082331,1.7082767
CNP0599763.2,1003.72,21.75,0.03,False,0.31,Fatty acids,Glycerolipids,10507,11.974116,-15.919941
CNP0570929.1,961.64,20.29,0.03,False,0.32,Fatty acids,Glycerolipids,10508,-5.1584196,-9.005177
CNP0127140.1,366.37,-1.45,0.31,True,1.03,Alkaloids,Tryptophan alkaloids,10510,12.603116,7.8351884
CNP0072355.1,287.11,2.26,0.8,False,1.47,Shikimates and Phenylpropanoids,Coumarins,10585,7.7362075,10.219534
CNP0129257.2,280.32,0.19,0.71,False,3.37,Terpenoids,Sesquiterpenoids,10596,6.1003942,4.143491
CNP0454927.1,510.63,2.41,0.34,False,1.76,Amino acids and Peptides,Macrolides,10600,6.9816546,4.3913007
CNP0448836.1,228.24,-1.09,0.45,False,2.19,Carbohydrates,Polyols,10618,7.7302613,5.0109525
CNP0594352.2,514.55,3.02,0.22,False,0.66,Shikimates and Phenylpropanoids,Flavonoids,10676,7.4929585,11.082318
CNP0019473.1,880.11,11.94,0.03,False,0.75,Fatty acids,Glycerophospholipids,10683,21.040422,16.237837
CNP0261137.0,296.54,6.8,0.23,False,0.86,Fatty acids,Fatty acyls,10714,9.869053,2.0557227
CNP0478137.1,658.93,2.84,0.19,False,0.06,Amino acids and Peptides,Oligopeptides,10740,11.975626,6.677764
CNP0353079.0,658.75,3.01,0.24,False,0.83,Alkaloids,,10744,6.176439,4.591383
CNP0590307.0,215.22,0.75,0.63,False,-1.19,Alkaloids,Pseudoalkaloids,10767,9.041403,5.9670343
CNP0100594.0,363.37,4.58,0.49,False,-0.15,Shikimates and Phenylpropanoids,Coumarins,10793,10.064367,11.213036
CNP0560548.2,877.47,18.23,0.03,False,0.28,Fatty acids,Glycerolipids,10858,8.206668,-18.888895
CNP0351866.2,984.29,3.78,0.19,False,1.37,Amino acids and Peptides,Oligopeptides,10861,9.593362,4.6958203
CNP0064217.2,326.38,3.01,0.77,False,-0.7,Alkaloids,,10886,8.608012,9.867862
CNP0500700.0,337.38,3.02,0.72,False,-1.49,Alkaloids,,10888,10.619727,9.862541
CNP0597712.1,191.23,1.26,0.7,False,0.76,Unclassified,,10891,10.634166,6.883726
CNP0558763.0,224.26,2.32,0.77,False,1.06,Polyketides,Phloroglucinols,10899,8.433446,8.942093
CNP0121796.1,574.76,4.73,0.31,False,2.82,Terpenoids,Triterpenoids,10902,4.056446,3.1767132
CNP0187059.2,416.43,0.41,0.38,True,1.14,Alkaloids,Tryptophan alkaloids,10913,11.968071,7.39774
CNP0555010.1,1073.77,22.66,0.03,False,0.45,Fatty acids,Glycerolipids,10936,24.865034,19.072578
CNP0603076.2,709.19,14.15,0.05,False,0.31,Fatty acids,Glycerolipids,10937,11.680398,1.0864743
CNP0549415.0,457.57,4.18,0.44,False,1.7,Polyketides,,10966,7.6602755,5.2025433
